Course,Location,URL,Status_code,Remark,flag
AL-474_I_08-22-2016: AL-474 I P Integrative Project 201730 (03-10-2017),Week 1\Your Money Counts and the Marketing Plan,https://concordia.blackboard.com/bbcswebdav/pid-614439-dt-content-rid-3788144_1/xid-3788144_1,302,Blackboard Redirect,0
AL-474_I_08-22-2016: AL-474 I P Integrative Project 201730 (03-10-2017),Week 1\Your Money Counts and the Marketing Plan,https://concordia.blackboard.com/bbcswebdav/pid-614439-dt-content-rid-4434725_1/xid-4434725_1,302,Blackboard Redirect,0
AL-474_I_08-22-2016: AL-474 I P Integrative Project 201730 (03-10-2017),Week 1\Your Money Counts and the Marketing Plan,https://concordia.blackboard.com/bbcswebdav/pid-614439-dt-content-rid-3788144_1/xid-3788144_1,302,Blackboard Redirect,0
AL-474_I_08-22-2016: AL-474 I P Integrative Project 201730 (03-10-2017),Week 1\Your Money Counts and the Marketing Plan,http://compassebooks.org,403,OK,0
AL-474_I_08-22-2016: AL-474 I P Integrative Project 201730 (03-10-2017),Week 1\Your Money Counts and the Marketing Plan,https://concordia.blackboard.com/bbcswebdav/pid-614439-dt-content-rid-4322937_1/xid-4322937_1,302,Blackboard Redirect,0
AL-474_I_08-22-2016: AL-474 I P Integrative Project 201730 (03-10-2017),Week 1\Your Money Counts and the Marketing Plan,https://concordia.blackboard.com/bbcswebdav/pid-614439-dt-content-rid-4359016_1/xid-4359016_1,302,Blackboard Redirect,0
AL-474_I_08-22-2016: AL-474 I P Integrative Project 201730 (03-10-2017),Week 1\Your Money Counts and the Marketing Plan,https://concordia.blackboard.com/bbcswebdav/pid-614439-dt-content-rid-4359017_1/xid-4359017_1,302,Blackboard Redirect,0
AL-474_I_08-22-2016: AL-474 I P Integrative Project 201730 (03-10-2017),Week 1\Your Money Counts and the Marketing Plan,https://concordia.blackboard.com/bbcswebdav/pid-614439-dt-content-rid-4359018_1/xid-4359018_1,302,Blackboard Redirect,0
AL-474_I_08-22-2016: AL-474 I P Integrative Project 201730 (03-10-2017),Week 1\Your Money Counts and the Marketing Plan,https://concordia.blackboard.com/bbcswebdav/pid-614439-dt-content-rid-4359019_1/xid-4359019_1,302,Blackboard Redirect,0
AL-474_I_08-22-2016: AL-474 I P Integrative Project 201730 (03-10-2017),Week 1\Your Money Counts and the Marketing Plan,https://concordia.blackboard.com/bbcswebdav/pid-614439-dt-content-rid-4359020_1/xid-4359020_1,302,Blackboard Redirect,0
AL-474_I_08-22-2016: AL-474 I P Integrative Project 201730 (03-10-2017),Week 1\Your Money Counts and the Marketing Plan,https://concordia.blackboard.com/bbcswebdav/pid-614439-dt-content-rid-4359027_1/xid-4359027_1,302,Blackboard Redirect,0
AL-474_I_08-22-2016: AL-474 I P Integrative Project 201730 (03-10-2017),Week 2\Your Sales Projections,https://concordia.blackboard.com/bbcswebdav/pid-614441-dt-content-rid-3788144_1/xid-3788144_1,302,Blackboard Redirect,0
AL-474_I_08-22-2016: AL-474 I P Integrative Project 201730 (03-10-2017),Week 2\Your Sales Projections,https://concordia.blackboard.com/bbcswebdav/pid-614441-dt-content-rid-4322950_1/xid-4322950_1,302,Blackboard Redirect,0
AL-474_I_08-22-2016: AL-474 I P Integrative Project 201730 (03-10-2017),Week 2\Your Sales Projections,https://concordia.blackboard.com/bbcswebdav/pid-614441-dt-content-rid-4359027_1/xid-4359027_1,302,Blackboard Redirect,0
AL-474_I_08-22-2016: AL-474 I P Integrative Project 201730 (03-10-2017),Week 2\Your Sales Projections,https://concordia.blackboard.com/bbcswebdav/pid-614441-dt-content-rid-4359855_1/xid-4359855_1,302,Blackboard Redirect,0
AL-474_I_08-22-2016: AL-474 I P Integrative Project 201730 (03-10-2017),Week 3\The SWOT Analysis and Staffing Model,https://concordia.blackboard.com/bbcswebdav/pid-614443-dt-content-rid-4322954_1/xid-4322954_1,302,Blackboard Redirect,0
AL-474_I_08-22-2016: AL-474 I P Integrative Project 201730 (03-10-2017),Week 3\The SWOT Analysis and Staffing Model,https://concordia.blackboard.com/bbcswebdav/pid-614443-dt-content-rid-4359855_1/xid-4359855_1,302,Blackboard Redirect,0
AL-474_I_08-22-2016: AL-474 I P Integrative Project 201730 (03-10-2017),Week 3\The SWOT Analysis and Staffing Model,https://concordia.blackboard.com/bbcswebdav/pid-614443-dt-content-rid-4359856_1/xid-4359856_1,302,Blackboard Redirect,0
AL-474_I_08-22-2016: AL-474 I P Integrative Project 201730 (03-10-2017),Week 4\Important Statements,https://concordia.blackboard.com/bbcswebdav/pid-614445-dt-content-rid-4322962_1/xid-4322962_1,302,Blackboard Redirect,0
AL-474_I_08-22-2016: AL-474 I P Integrative Project 201730 (03-10-2017),Week 4\AL College Outcomes Survey,https://cuw.az1.qualtrics.com/SE/?SID=SV_2atFqKdIvEl9qGF,200,OK,0
AL-474_I_08-22-2016: AL-474 I P Integrative Project 201730 (03-10-2017),Week 4\Comprehensive Exam by Peregrine,http://www.peregrineacademics.com/cuw,403,OK,0
AL-474_I_08-22-2016: AL-474 I P Integrative Project 201730 (03-10-2017),Week 4\Comprehensive Exam by Peregrine,http://www.peregrineacademics.com/cuw,403,OK,0
AL-474_I_08-22-2016: AL-474 I P Integrative Project 201730 (03-10-2017),Week 4\Comprehensive Exam by Peregrine,http://www.peregrineacademics.com/support,403,OK,0
AL-474_I_08-22-2016: AL-474 I P Integrative Project 201730 (03-10-2017),Week 5\The Cash Flow Statement and Balance Sheet,https://concordia.blackboard.com/bbcswebdav/pid-614447-dt-content-rid-4377422_1/xid-4377422_1,302,Blackboard Redirect,0
AL-474_I_08-22-2016: AL-474 I P Integrative Project 201730 (03-10-2017),Week 6\Important Ratios,https://concordia.blackboard.com/bbcswebdav/pid-614449-dt-content-rid-4378024_1/xid-4378024_1,302,Blackboard Redirect,0
AL-474_I_08-22-2016: AL-474 I P Integrative Project 201730 (03-10-2017),Week 6\Important Ratios,https://concordia.blackboard.com/bbcswebdav/pid-614449-dt-content-rid-4378387_1/xid-4378387_1,302,Blackboard Redirect,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 1\Week 1,https://www.jnj.com/about-jnj/jnj-credo,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 1\Week 1,http://www.mckinsey.com/business-functions/organization/our-insights/the-five-attributes-of-enduring-family-businesses,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 1\Week 1,http://hbswk.hbs.edu/item/the-three-components-of-family-governance,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 1\Week 1,http://www.ifc.org/wps/wcm/connect/6a9001004f9f5979933cff0098cb14b9/FamilyBusinessGovernance_Handbook_English.pdf?MOD=AJPERES,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 1\Week 1,"https://www.entreleadership.com/solutions/videos/start-with-a-dream,-end-with-a-goal",200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 1\(1) Draft of Bibliography using APA guidelines,http://www.accountingweb.com/aa/law-and-enforcement/how-an-embezzler-stole-millions-from-a-small-company,403,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 2\Week 2,https://books.google.com/books?id=6q7c3hq-pNEC&amp;pg=PA170&amp;lpg=PA170&amp;dq=strategic+family+business+external+threats/opportunities&amp;source=bl&amp;ots=GiU-c80FEw&amp;sig=MQ9y1xwtidqNdtNbw9I9iUZ6Vzc&amp;hl=en&amp;sa=X&amp;ved=0ahUKEwimvZGNrJLPAhUF4SYKHUKSCFgQ6AEIXzAJ#v=onepage&amp;q=strategic%20family%20business%20external%20threats%2Fopportunities&amp;f=false,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 2\Week 2,http://study.com/academy/lesson/internal-strengths-weaknesses-in-swot-analysis-definition-examples-quiz.html,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 2\Week 2,http://study.com/academy/lesson/internal-strengths-weaknesses-in-swot-analysis-definition-examples-quiz.html,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 2\Week 2,http://www.fbli-usa.com/resources/,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 3\Week 3,https://www.youtube.com/watch?v=mtoiRh9jSJc,200,processed,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 3\Week 3,http://www.wsj.com/video/family-business-succession-tips/1C9B5391-2D3A-4B20-89E5-9928410D63E9.html,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 3\Week 3,http://study.com/academy/lesson/family-system-theory-definition-and-changes-over-time.html,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 3\Week 3,http://study.com/academy/lesson/family-system-theory-definition-and-changes-over-time.html,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 3\Week 3,https://youtu.be/vBK_WRrcnfo,302,processed,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 3\Week 3,http://stimmel-law.com/fr/article/chapter-one-power-family-business-structural-and-emotional,301,Chapter One: Power in the Family Business: Structural and Emotional | Stimmel Law,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 3\(3) Seaside Villa Case Study,http://www.mediate.com/articles/mediating_family_property.cfm,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 4\Week 4,http://familybusinessindex.com/#map,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 4\Week 4,http://www.forbes.com/forbes/welcome/?/sites/chasewithorn/2015/04/20/new-report-reveals-the-500-largest-family-owned-companies-in-the-world/&amp;toURL=http://www.forbes.com/sites/chasewithorn/2015/04/20/new-report-reveals-the-500-largest-family-owned-companies-in-the-world/&amp;refURL=https://www.google.com/&amp;referrer=https://www.google.com/,301,Forbes Welcome,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 4\Week 4,http://knowledge.wharton.upenn.edu/article/family-business-model-works-better-markets-others/,403,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 4\(4) Sefar Holding Case Study,http://familybusiness.ey.com/pdfs/72-77.pdf,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 5\Week 5,https://www.linkedin.com/pulse/family-businesses-have-richard-sink,302,"Family Businesses Have a Competitive Advantage
 | LinkedIn
 ",0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 5\Week 5,http://www.thefbcg.com/competitive-advantage-of-culture-in-family-business/,302,"
	The Competitive Advantage of Culture in a Family Business  | The Family Business Consulting Group
",0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 5\Week 5,https://www.coursera.org/learn/advanced-business-strategy/lecture/aidja/competitive-life-cycle-analysis,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 5\Week 5,https://www.pwc.com/gx/en/pwc-family-business-survey/assets/pwc-family-business-survey-2012.pdf,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 5\(5) Astar Enterprises Case Study,"http://cuw.ezproxy.switchinc.org/login?url=http://search.ebscohost.com/login.aspx?direct=true&amp;AuthType=cookie,ip,cpid&amp;custid=s3443150&amp;db=bth&amp;AN=21897012&amp;site=ehost-live&amp;scope=site",302,EBSCO Publishing Service Selection Page - Ehost2,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 6\Week 6,https://hbr.org/2016/09/the-5-models-of-family-business-ownership,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 6\Week 6,http://www.business2community.com/entertainment/profit-murchison-hume-deal-turns-mess-marcus-lemonis-walks-away-01666277#Z8M4WtlET6tXjqW1.97,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 6\Week 6,http://www.theprofitupdates.com/2016/09/the-profit-murchison-hume-update.html,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 6\Week 6,http://hbswk.hbs.edu/item/organizing-the-family-run-business,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 6\Week 6,https://corpgov.law.harvard.edu/2014/07/30/what-is-a-boards-role-in-a-family-business/,403,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 7\Implementing strategies to build and develop a company,http://www.cnbc.com/2016/06/14/family-business-owners-make-one-common-mistake-driving-away-professional-expertise.html,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 7\Implementing strategies to build and develop a company,http://www.cnbc.com/2016/06/21/ipo-sale-adoption-are-options-for-family-business-owners-without-heirs.html,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 7\Implementing strategies to build and develop a company,https://www.youtube.com/watch?v=ynFvqJTJV6s,200,processed,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 7\Implementing strategies to build and develop a company,https://www.youtube.com/watch?v=aXrl6Hz_lPo,200,processed,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 7\Implementing strategies to build and develop a company,http://www.fbli-usa.com/wp-content/uploads/2015/02/WSJ-article-Famly-Businesses-Welcome-Outside-Buyers.pdf,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 7\Implementing strategies to build and develop a company,"http://hbswk.hbs.edu/item/managing-the-family-business-developing-your-next-ceo?cid=spmailing-12457429-WK%20Newsletter%2011-25-2015%20%281%29-November%2025,%202015",200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),"Week 7\(7.1) Sages Group, ""Financing Growth"" Case Study",http://story.kpmgfamilybusiness.com/node/16,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),"Week 7\(7.2) Sages Group, ""Planning Ownership"" Case Study 2",http://story.kpmgfamilybusiness.com/node/17,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 8\Week 8,http://www.family-business-experts.com/organization-structures.html,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 8\Week 8,https://www.entrepreneur.com/article/244249,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 8\Week 8,https://www.youtube.com/watch?v=4rcI1u4cxGE,200,processed,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 8\Week 8,https://www.youtube.com/watch?v=3Ls0VSfadA4,200,processed,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 8\Week 8,http://www.smetoolkit.org/smetoolkit/en/content/en/6753/Senior-Management-in-a-Family-Business-,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 8\(8) W.J. Towell Group Case Study,http://pearlinitiative.org/mediafiles/articles/doc-15-20160630050418.pdf,200,OK,0
BUS-325_I_08-25-2016: BUS-325 I P Family Business Strategic Planning 201710 (01-23-17),Week 8\(8) Final Report - Koss Corporation,https://concordia.blackboard.com/bbcswebdav/pid-623914-dt-content-rid-3838365_1/xid-3838365_1,302,Blackboard Redirect,0
EDT-801_C_07-19-2016: EDT-801 C D Digital Age Assessment 201710,Assessment as Learning\Opportunities for Learning and Practice:Assessment as Learning\Resources,https://youtu.be/u5If-qMZqW0,302,processed,0
EDT-801_C_07-19-2016: EDT-801 C D Digital Age Assessment 201710,Assessment as Learning\Opportunities for Learning and Practice:Assessment as Learning\Resources,https://youtu.be/q24ocudt9hc,302,processed,0
EDT-801_C_07-19-2016: EDT-801 C D Digital Age Assessment 201710,Assessment as Learning\Opportunities for Learning and Practice:Assessment as Learning\Resources,https://www.youtube.com/watch?v=vPVrLBeXGko%20,303,processed,0
EDT-801_C_07-19-2016: EDT-801 C D Digital Age Assessment 201710,Assessment as Learning\Opportunities for Learning and Practice:Assessment as Learning\Resources,https://youtu.be/njgyYUNkyAs,302,processed,0
EDT-801_C_07-19-2016: EDT-801 C D Digital Age Assessment 201710,Assessment as Learning\Opportunities for Learning and Practice:Assessment as Learning\Resources,http://syllabus.bostes.nsw.edu.au/support-materials/assessment-for-as-and-of-learning/,301,"NSW Syllabus :: Assessment for, as and of Learning ",0
EDT-801_C_07-19-2016: EDT-801 C D Digital Age Assessment 201710,Assessment as Learning\Opportunities for Learning and Practice:Assessment as Learning\Resources,http://journals.iupui.edu/index.php/advancesinsocialwork/article/view/54,200,OK,0
EDT-801_C_07-19-2016: EDT-801 C D Digital Age Assessment 201710,Assessment as Learning\Opportunities for Learning and Practice:Assessment as Learning\Resources,http://search.proquest.com.cuw.ezproxy.switchinc.org/docview/1645391895?pq-origsite=summon&amp;accountid=10249,302,IN THE MIDDLE - WHOSE LEARNING IS IT ANYWAY? INCREASING STUDENTS' ENGAGEMENT THROUGH ASSESSMENT AS LEARNING TECHNIQUES - ProQuest,0
EDT-801_C_07-19-2016: EDT-801 C D Digital Age Assessment 201710,Assessment as Learning\Opportunities for Learning and Practice:Assessment as Learning\Resources,http://search.proquest.com.cuw.ezproxy.switchinc.org/docview/1755024871?pq-origsite=summon&amp;accountid=10249,302,Assessment As Learning - ProQuest,0
EDT-801_C_07-19-2016: EDT-801 C D Digital Age Assessment 201710,Assessment as Learning\Opportunities for Learning and Practice:Assessment as Learning\Resources,http://onlinelibrary.wiley.com.cuw.ezproxy.switchinc.org/doi/10.1002/tea.21056/abstract,302,"Assessment as learning: Enhancing discourse, understanding, and achievement in innovative science curricula - Hickey - 2012 - Journal of Research in Science Teaching - Wiley Online Library",0
EDT-801_C_07-19-2016: EDT-801 C D Digital Age Assessment 201710,Assessment as Learning\Opportunities for Learning and Practice:Assessment as Learning\Resources,"http://cuw.ezproxy.switchinc.org/login?url=http://search.ebscohost.com/login.aspx?direct=true&amp;AuthType=cookie,ip,cpid&amp;custid=s8470807&amp;db=eue&amp;AN=27645669&amp;site=ehost-live&amp;scope=site",302,EBSCO Publishing Service Selection Page - Ehost2,0
EDT-801_C_07-19-2016: EDT-801 C D Digital Age Assessment 201710,Authentic Assessment\Opportunities for Learning and Practice: Authentic Assessment\Resources,"http://cuw.ezproxy.switchinc.org/login?url=http://search.ebscohost.com/login.aspx?direct=true&amp;%20%20AuthType=cookie,ip,cpid&amp;custid=s8470807&amp;db=tfh&amp;AN=93279082&amp;site=ehost-%20%20live&amp;scope=site",302,EBSCO Publishing Service Selection Page - Ehost2,0
